ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
3596105064,Die Tochter: Geschichten aus vier Jahrzehnten (Die Frau in der Gesellschaft),Johanna Moosdorf,1991,Fischer Taschenbuch Verlag,http://images.amazon.com/images/P/3596105064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596105064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596105064.01.LZZZZZZZ.jpg
0962344745,The Essential Ellison: A 35 Year Retrospective,Harlan Ellison,1991,Pub Group West,http://images.amazon.com/images/P/0962344745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0962344745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0962344745.01.LZZZZZZZ.jpg
0749300396,Spring Will Be Ours,Sue Gee,1989,Arrow (A Division of Random House Group),http://images.amazon.com/images/P/0749300396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749300396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749300396.01.LZZZZZZZ.jpg
1930206402,Final Fantasy Crystal Chron Sg,Nintendo of America,2004,Nintendo of America,http://images.amazon.com/images/P/1930206402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1930206402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1930206402.01.LZZZZZZZ.jpg
1580050662,Drive: Women's True Stories from the Open Road,Jennie Goode,2002,Seal Press (WA),http://images.amazon.com/images/P/1580050662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580050662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580050662.01.LZZZZZZZ.jpg
0373121741,"Contract Bridegroom (Harlequin Presents, 2174)",Sandra Field,2001,Harlequin,http://images.amazon.com/images/P/0373121741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373121741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373121741.01.LZZZZZZZ.jpg
1555834485,A Queer Kind of Death (Repr ed) (Alyson Classics Library),George Baxt,1998,Alyson Publications,http://images.amazon.com/images/P/1555834485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555834485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555834485.01.LZZZZZZZ.jpg
0884964191,God and Mr. Gomez: Building a Dream House in Baja,Jack Smith,1997,Times (Los Angeles Times),http://images.amazon.com/images/P/0884964191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884964191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884964191.01.LZZZZZZZ.jpg
0517544369,Tibet,Gil Ziff,1988,Random House Value Publishing,http://images.amazon.com/images/P/0517544369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517544369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517544369.01.LZZZZZZZ.jpg
0679894780,Thomas the Tank Engine's Big Blue Treasury (Thomas the Tank Engines &amp; Friends Series),Christopher Awdry,1999,Random House Books for Young Readers,http://images.amazon.com/images/P/0679894780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679894780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679894780.01.LZZZZZZZ.jpg
0812540298,Daughter of Joy,Joann Levy,1999,Tor Books,http://images.amazon.com/images/P/0812540298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812540298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812540298.01.LZZZZZZZ.jpg
0373071124,Tiger Prince (Silhouette Intimate Moments),Erin St. Claire,1985,Silhouette,http://images.amazon.com/images/P/0373071124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373071124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373071124.01.LZZZZZZZ.jpg
0072521309,Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health,Linda Brower Meeks,2002,McGraw-Hill Companies,http://images.amazon.com/images/P/0072521309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0072521309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0072521309.01.LZZZZZZZ.jpg
087605470X,Teaching Obedience Classes and Seminars,Joel M. McMains,1996,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/087605470X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087605470X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087605470X.01.LZZZZZZZ.jpg
0812567684,Zorro and the Dragon Riders,David Bergantino,1999,Tor Books (Mm),http://images.amazon.com/images/P/0812567684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812567684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812567684.01.LZZZZZZZ.jpg
0141301066,Matilda,Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301066.01.LZZZZZZZ.jpg
1568952910,The Private Life of Plants: A Natural History of Plant Behaviour (Wheeler Compass),David Attenborough,1996,Wheeler Publishing,http://images.amazon.com/images/P/1568952910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568952910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568952910.01.LZZZZZZZ.jpg
2290333611,Les aventures d'alice au pays des merveilles,Lewis Carroll,2003,J'ai lu,http://images.amazon.com/images/P/2290333611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290333611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290333611.01.LZZZZZZZ.jpg
0449229483,The Lute Player,Norah Lofts,1981,Fawcett Books,http://images.amazon.com/images/P/0449229483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449229483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449229483.01.LZZZZZZZ.jpg
1570713383,Unstoppable: 45 Powerful Stories of Perseverance and Triumph from People Just Like You,Cynthia Kersey,1998,Sourcebooks,http://images.amazon.com/images/P/1570713383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570713383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570713383.01.LZZZZZZZ.jpg
0380017296,Maria Looney and the Red Planet,Jerome J. Beatty,1977,Avon,http://images.amazon.com/images/P/0380017296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380017296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380017296.01.LZZZZZZZ.jpg
0395077877,Great Stone Face and Other Tales of the White Mountains,Nathaniel Hawthorne,1985,Houghton Mifflin,http://images.amazon.com/images/P/0395077877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395077877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395077877.01.LZZZZZZZ.jpg
0060973161,Priestesses,Norma Lorre Goodrich,1990,HarperCollins,http://images.amazon.com/images/P/0060973161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973161.01.LZZZZZZZ.jpg
0064409066,"Shadow Girl (Nightmare Room, 8)",R. L. Stine,2001,Avon Books,http://images.amazon.com/images/P/0064409066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064409066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064409066.01.LZZZZZZZ.jpg
0373123507,"The Sicilian Surrender (Harlequin Presents, 2350)",Sandra Marton,2003,Harlequin,http://images.amazon.com/images/P/0373123507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373123507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373123507.01.LZZZZZZZ.jpg
0517003937,Ideas &amp; Opinions,ALBERT EINSTEIN,1988,Gramercy,http://images.amazon.com/images/P/0517003937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517003937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517003937.01.LZZZZZZZ.jpg
0307118843,The Baby Bears: Photographs (A Golden look-look book),Sonja Bullaty,1982,Golden Books,http://images.amazon.com/images/P/0307118843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118843.01.LZZZZZZZ.jpg
1567996035,Angels: Celestial Spirits in Art &amp; Legend,Jacqueline Carey,1997,MetroBooks (NY),http://images.amazon.com/images/P/1567996035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567996035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567996035.01.LZZZZZZZ.jpg
3423093552,La Revolution Surrealiste. Ein Lesebuch.,Una. Pfau,1997,Dtv,http://images.amazon.com/images/P/3423093552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423093552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423093552.01.LZZZZZZZ.jpg
0399142673,The Wishbones,Tom Perrotta,1997,Putnam Pub Group,http://images.amazon.com/images/P/0399142673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142673.01.LZZZZZZZ.jpg
0060570938,Beckham : Both Feet on the Ground: An Autobiography,David Beckham,2003,HarperCollins,http://images.amazon.com/images/P/0060570938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060570938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060570938.01.LZZZZZZZ.jpg
0345253787,Gateway,Frederik Pohl,1977,Ballantine Books,http://images.amazon.com/images/P/0345253787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345253787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345253787.01.LZZZZZZZ.jpg
0486284506,"Selected Poems from \Flowers of Evil\"" (Dover Thrift Editions)""",Charles Baudelaire,1995,Dover Publications,http://images.amazon.com/images/P/0486284506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284506.01.LZZZZZZZ.jpg
0044403070,The Secret Life of Houses,Scott Bradfield,1989,HarperCollins Publishers,http://images.amazon.com/images/P/0044403070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0044403070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0044403070.01.LZZZZZZZ.jpg
1851580883,Jousting with Giants,Ken Gallacher,1987,Mainstream Publishing,http://images.amazon.com/images/P/1851580883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1851580883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1851580883.01.LZZZZZZZ.jpg
883178160X,Angeli E Cani,Chiara Marchelli,2003,Marsilio Publishers,http://images.amazon.com/images/P/883178160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/883178160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/883178160X.01.LZZZZZZZ.jpg
0812574680,Clinical Trial,April Christofferson,2001,Forge,http://images.amazon.com/images/P/0812574680.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812574680.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812574680.01.LZZZZZZZ.jpg
0445206187,Star of Gypsies,Robert Silverberg,1989,Warner Books,http://images.amazon.com/images/P/0445206187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445206187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445206187.01.LZZZZZZZ.jpg
0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1991,Bantam,http://images.amazon.com/images/P/0553287532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287532.01.LZZZZZZZ.jpg
0431056587,Dinosaur Worlds: Rise of the Tyrant Lizards (Dinosaur Worlds),Don Lessem,1996,Heinemann Educational Books - Library Division,http://images.amazon.com/images/P/0431056587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0431056587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0431056587.01.LZZZZZZZ.jpg
0439084164,Animal Ark #11:  Owl In The Office,Ben M. Baglio,1999,Apple Signature (Scholastic),http://images.amazon.com/images/P/0439084164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439084164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439084164.01.LZZZZZZZ.jpg
0373761422,"Last Of The Joeville Lovers (Montana Malones) (Desire , No 1142)",Anne Eames,1998,Silhouette,http://images.amazon.com/images/P/0373761422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373761422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373761422.01.LZZZZZZZ.jpg
0671868373,DEAD END (FEAR STREET ) : DEAD END (FEAR STREET SUPERCHILLERS),R.L. Stine,1995,Simon Pulse,http://images.amazon.com/images/P/0671868373.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868373.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868373.01.LZZZZZZZ.jpg
0971663327,The Quest For Asdin,Randall Bush,2003,Pristine Publishers Inc. USA,http://images.amazon.com/images/P/0971663327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971663327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971663327.01.LZZZZZZZ.jpg
0684824485,Babylon Revisited : And Other Stories,F. Scott Fitzgerald,1996,Scribner,http://images.amazon.com/images/P/0684824485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684824485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684824485.01.LZZZZZZZ.jpg
0590479881,Days Are Just Packed Calvin and Hobbes,Bill Watterson,0,Scholastic Inc,http://images.amazon.com/images/P/0590479881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590479881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590479881.01.LZZZZZZZ.jpg
0525248862,Little Bits of Baby,Patrick Gale,1990,Penguin USA,http://images.amazon.com/images/P/0525248862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525248862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525248862.01.LZZZZZZZ.jpg
067154683X,DIARY ANNE FRANK,Anne Frank,1984,Pocket,http://images.amazon.com/images/P/067154683X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067154683X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067154683X.01.LZZZZZZZ.jpg
0785314865,Baby kangaroo: At home in the outback,Jennifer Boudart,1995,Publications International,http://images.amazon.com/images/P/0785314865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785314865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785314865.01.LZZZZZZZ.jpg
0345430352,Judgment Day,JANE JENSEN,2000,Del Rey,http://images.amazon.com/images/P/0345430352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345430352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345430352.01.LZZZZZZZ.jpg
0786011661,Child's Prey,Jon Bellini,2001,Pinnacle Books,http://images.amazon.com/images/P/0786011661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786011661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786011661.01.LZZZZZZZ.jpg
0375728198,A Bend in the Road,Nicholas Sparks,2002,Random House Large Print Publishing,http://images.amazon.com/images/P/0375728198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375728198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375728198.01.LZZZZZZZ.jpg
0590674366,"Attack of the Alien Mole Invaders! (The Weird Zone , No 4)",Tony Abbott,1996,Scholastic,http://images.amazon.com/images/P/0590674366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590674366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590674366.01.LZZZZZZZ.jpg
0380671085,Ice,Ed McBain,1984,Avon Books,http://images.amazon.com/images/P/0380671085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380671085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380671085.01.LZZZZZZZ.jpg
0130859141,Consumer Behavior (Prentice Hall International Editions),Schiffman,1999,Pearson Higher Education,http://images.amazon.com/images/P/0130859141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130859141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130859141.01.LZZZZZZZ.jpg
096906957X,Holiday Entertaining (Companys Coming No 8),Jean Pare,1987,Company's Coming Publishing,http://images.amazon.com/images/P/096906957X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/096906957X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/096906957X.01.LZZZZZZZ.jpg
0385321961,The Transall Saga,Gary Paulsen,1998,Delacorte Press,http://images.amazon.com/images/P/0385321961.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385321961.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385321961.01.LZZZZZZZ.jpg
0525456074,Rapunzel (Caldecott Medal Book),Paul O. Zelinsky,1997,Dutton Books,http://images.amazon.com/images/P/0525456074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525456074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525456074.01.LZZZZZZZ.jpg
0684801779,DAYS OF DRUMS,Philip Shelby,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684801779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801779.01.LZZZZZZZ.jpg
0670879835,Orbiting the Giant Hairball: A Corporate Fool's Guide to Surviving With Grace,Gordon MacKenzie,1998,Penguin Putnam,http://images.amazon.com/images/P/0670879835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670879835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670879835.01.LZZZZZZZ.jpg
1931201080,Wolfpointe,Rick Buda,2004,Twilight Times Books,http://images.amazon.com/images/P/1931201080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931201080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931201080.01.LZZZZZZZ.jpg
0812523342,Tom Sawyer Abroad,Mark Twain,1993,Tor Books,http://images.amazon.com/images/P/0812523342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812523342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812523342.01.LZZZZZZZ.jpg
0373261543,Four On The Floor,Ralph M. McInerny,1994,Worldwide Library,http://images.amazon.com/images/P/0373261543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373261543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373261543.01.LZZZZZZZ.jpg
0671877704,Remnant Population,Elizabeth Moon,1997,Baen,http://images.amazon.com/images/P/0671877704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671877704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671877704.01.LZZZZZZZ.jpg
0919959415,Every Breath You Take: Coping With Asthma and Other Repiratory Diseases,John H. Toogood,1990,Grosvenor House Pr,http://images.amazon.com/images/P/0919959415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0919959415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0919959415.01.LZZZZZZZ.jpg
1565845560,Berenice Abbott: Changing New York,Bonnie Yochelson,1999,New Press,http://images.amazon.com/images/P/1565845560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565845560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565845560.01.LZZZZZZZ.jpg
0451450256,Gossamer Axe,Gael Baudino,1993,New Amer Library,http://images.amazon.com/images/P/0451450256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451450256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451450256.01.LZZZZZZZ.jpg
0300076096,Gobi: Tracking the Desert,John Man,1999,Yale University Press,http://images.amazon.com/images/P/0300076096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0300076096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0300076096.01.LZZZZZZZ.jpg
0571167411,The children of men,P. D James,1992,Faber and Faber,http://images.amazon.com/images/P/0571167411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571167411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571167411.01.LZZZZZZZ.jpg
0399151516,Reckless Abandon,Stuart Woods,2004,Putnam Publishing Group,http://images.amazon.com/images/P/0399151516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399151516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399151516.01.LZZZZZZZ.jpg
0515041211,Nat High Fiber Diet,William Kaufman,1976,Jove Books,http://images.amazon.com/images/P/0515041211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515041211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515041211.01.LZZZZZZZ.jpg
0312952856,Killer Cults,James J. Boyle,1995,St. Martin's Press,http://images.amazon.com/images/P/0312952856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952856.01.LZZZZZZZ.jpg
0789714523,Special Edition Using Access 97 (2nd Edition),Roger Jennings,1997,Pearson Education,http://images.amazon.com/images/P/0789714523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789714523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789714523.01.LZZZZZZZ.jpg
0373117973,Woman Of Passion (Top Author) (Harlequin Presents No 1797),Anne Mather,1996,Harlequin,http://images.amazon.com/images/P/0373117973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373117973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373117973.01.LZZZZZZZ.jpg
0862998387,Black Death,Phillip Ziegler,1996,Sutton Pub Ltd,http://images.amazon.com/images/P/0862998387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0862998387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0862998387.01.LZZZZZZZ.jpg
0743435389,March Upcountry,David Weber,2002,Baen,http://images.amazon.com/images/P/0743435389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743435389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743435389.01.LZZZZZZZ.jpg
051507506X,Died in the Wool,Ngaio Marsh,1983,Jove Books,http://images.amazon.com/images/P/051507506X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051507506X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051507506X.01.LZZZZZZZ.jpg
0446401943,Drink of Deadly Wine,Kate Charles,1993,Warner Books,http://images.amazon.com/images/P/0446401943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446401943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446401943.01.LZZZZZZZ.jpg
0689843240,The Great Good Thing,Roderick Townley,2001,Atheneum/Richard Jackson Books,http://images.amazon.com/images/P/0689843240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689843240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689843240.01.LZZZZZZZ.jpg
0936602384,Crisis real estate investing: Increase and protect your assets from potential disaster,Hal Morris,1982,Distributed by Putnam,http://images.amazon.com/images/P/0936602384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0936602384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0936602384.01.LZZZZZZZ.jpg
0373057318,"Restless Man (Silhouette Desire, No 731)",Ellen Small,1992,Silhouette,http://images.amazon.com/images/P/0373057318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373057318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373057318.01.LZZZZZZZ.jpg
0307101568,Fun &amp; Games,Golden Books,1990,Golden Books,http://images.amazon.com/images/P/0307101568.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307101568.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307101568.01.LZZZZZZZ.jpg
082306459X,Graphis Nudes,Annette Crandall,2001,Watson-Guptill Publications,http://images.amazon.com/images/P/082306459X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082306459X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082306459X.01.LZZZZZZZ.jpg
1841157589,Uncle Rudolf,Paul Bailey,2002,Fourth Estate,http://images.amazon.com/images/P/1841157589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841157589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841157589.01.LZZZZZZZ.jpg
0373072872,"Night Secrets (Intimate Moments, No 287)",Frances Williams,1989,Silhouette,http://images.amazon.com/images/P/0373072872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373072872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373072872.01.LZZZZZZZ.jpg
0822001551,All Quiet on the Western Front Notes (Cliffs Notes),Rollin O. Glaser,1988,John Wiley &amp; Sons,http://images.amazon.com/images/P/0822001551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822001551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822001551.01.LZZZZZZZ.jpg
0590433504,"Gregory, the Terrible Eater",Mitchell Sharmat,1985,Scholastic,http://images.amazon.com/images/P/0590433504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590433504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590433504.01.LZZZZZZZ.jpg
1863683682,Number 2 Home,Noreen Jones,2002,Intl Specialized Book Service Inc,http://images.amazon.com/images/P/1863683682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1863683682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1863683682.01.LZZZZZZZ.jpg
0440509017,"The Promise of Sleep: A Pioneer in Sleep Medicine Explores the Vital Connection Between Health, Happiness, and a Good Night's Sleep",WILLIAM C. DEMENT,2000,Dell,http://images.amazon.com/images/P/0440509017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440509017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440509017.01.LZZZZZZZ.jpg
1572431458,When I Was Your Age...: Remarkable Achievments of Famous Athletes at Every Age from 1-100,David Lewman,1997,Triumph Books,http://images.amazon.com/images/P/1572431458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572431458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572431458.01.LZZZZZZZ.jpg
0875427847,"Victorian Grimoire: Romance, Enchantment, Magic",Patricia Telesco,1992,Llewellyn Publications,http://images.amazon.com/images/P/0875427847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875427847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875427847.01.LZZZZZZZ.jpg
0451171012,Mystery Cats,Rendell Braun,1995,Signet Book,http://images.amazon.com/images/P/0451171012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451171012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451171012.01.LZZZZZZZ.jpg
0140232028,The Buccaneers (Penguin Great Books of the 20th Century),Edith Wharton,1994,Penguin Books,http://images.amazon.com/images/P/0140232028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140232028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140232028.01.LZZZZZZZ.jpg
1871592658,Fetish Blonde,John Gilmore,1998,Creation Books,http://images.amazon.com/images/P/1871592658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1871592658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1871592658.01.LZZZZZZZ.jpg
0812564944,Servant of the Dragon (Lord of the Isles),David Drake,2000,Tor Fantasy,http://images.amazon.com/images/P/0812564944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812564944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812564944.01.LZZZZZZZ.jpg
